2015-07-08 15:06:05 - Humidity state updated to 94.00
2015-07-08 15:31:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:31:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:31:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:32:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:32:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:32:00 - Window_GF_Living state updated to CLOSED
2015-07-08 15:32:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:32:00 - Window_FF_Bath state updated to OPEN
2015-07-08 15:32:00 - Window_FF_Bed state updated to OPEN
2015-07-08 15:32:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:32:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:32:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:32:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:32:30 - Window_GF_Living state updated to OPEN
2015-07-08 15:32:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:32:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:32:30 - Window_FF_Bed state updated to OPEN
2015-07-08 15:32:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:32:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:33:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:33:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:33:00 - Window_GF_Living state updated to CLOSED
2015-07-08 15:33:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:33:00 - Window_FF_Bath state updated to OPEN
2015-07-08 15:33:00 - Window_FF_Bed state updated to OPEN
2015-07-08 15:33:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:33:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:33:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:33:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:33:30 - Window_GF_Living state updated to OPEN
2015-07-08 15:33:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:33:30 - Window_FF_Bath state updated to OPEN
2015-07-08 15:33:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:33:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:33:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:34:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:34:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:34:00 - Window_GF_Living state updated to CLOSED
2015-07-08 15:34:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:34:00 - Window_FF_Bath state updated to OPEN
2015-07-08 15:34:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:34:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:34:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:34:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:34:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:34:30 - Window_GF_Living state updated to OPEN
2015-07-08 15:34:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:34:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:34:30 - Window_FF_Bed state updated to OPEN
2015-07-08 15:34:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:34:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:35:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:35:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:35:00 - Window_GF_Living state updated to OPEN
2015-07-08 15:35:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:35:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:35:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:35:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:35:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:35:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:35:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:35:30 - Window_GF_Living state updated to OPEN
2015-07-08 15:35:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:35:30 - Window_FF_Bath state updated to OPEN
2015-07-08 15:35:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:35:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:35:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:36:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:36:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:36:00 - Window_GF_Living state updated to OPEN
2015-07-08 15:36:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:36:00 - Window_FF_Bath state updated to OPEN
2015-07-08 15:36:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:36:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:36:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:36:04 - Humidity state updated to 95.00
2015-07-08 15:36:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:36:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:36:30 - Window_GF_Living state updated to OPEN
2015-07-08 15:36:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:36:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:36:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:36:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:36:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:37:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:37:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:37:00 - Window_GF_Living state updated to OPEN
2015-07-08 15:37:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:37:00 - Window_FF_Bath state updated to OPEN
2015-07-08 15:37:00 - Window_FF_Bed state updated to OPEN
2015-07-08 15:37:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:37:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:37:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:37:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:37:30 - Window_GF_Living state updated to CLOSED
2015-07-08 15:37:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:37:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:37:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:37:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:37:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:38:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:38:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:38:00 - Window_GF_Living state updated to CLOSED
2015-07-08 15:38:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:38:00 - Window_FF_Bath state updated to OPEN
2015-07-08 15:38:00 - Window_FF_Bed state updated to OPEN
2015-07-08 15:38:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:38:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:38:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:38:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:38:30 - Window_GF_Living state updated to CLOSED
2015-07-08 15:38:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:38:30 - Window_FF_Bath state updated to OPEN
2015-07-08 15:38:30 - Window_FF_Bed state updated to OPEN
2015-07-08 15:38:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:38:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:39:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:39:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:39:00 - Window_GF_Living state updated to OPEN
2015-07-08 15:39:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:39:00 - Window_FF_Bath state updated to OPEN
2015-07-08 15:39:00 - Window_FF_Bed state updated to OPEN
2015-07-08 15:39:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:39:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:39:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:39:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:39:30 - Window_GF_Living state updated to OPEN
2015-07-08 15:39:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:39:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:39:30 - Window_FF_Bed state updated to OPEN
2015-07-08 15:39:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:39:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:40:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:40:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:40:00 - Window_GF_Living state updated to OPEN
2015-07-08 15:40:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:40:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:40:00 - Window_FF_Bed state updated to OPEN
2015-07-08 15:40:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:40:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:40:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:40:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:40:30 - Window_GF_Living state updated to OPEN
2015-07-08 15:40:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:40:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:40:30 - Window_FF_Bed state updated to OPEN
2015-07-08 15:40:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:40:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:41:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:41:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:41:00 - Window_GF_Living state updated to CLOSED
2015-07-08 15:41:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:41:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:41:00 - Window_FF_Bed state updated to OPEN
2015-07-08 15:41:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:41:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:41:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:41:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:41:30 - Window_GF_Living state updated to OPEN
2015-07-08 15:41:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:41:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:41:30 - Window_FF_Bed state updated to OPEN
2015-07-08 15:41:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:41:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:42:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:42:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:42:00 - Window_GF_Living state updated to CLOSED
2015-07-08 15:42:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:42:00 - Window_FF_Bath state updated to OPEN
2015-07-08 15:42:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:42:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:42:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:42:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:42:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:42:30 - Window_GF_Living state updated to CLOSED
2015-07-08 15:42:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:42:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:42:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:42:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:42:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:43:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:43:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:43:00 - Window_GF_Living state updated to OPEN
2015-07-08 15:43:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:43:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:43:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:43:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:43:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:43:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:43:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:43:30 - Window_GF_Living state updated to OPEN
2015-07-08 15:43:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:43:30 - Window_FF_Bath state updated to OPEN
2015-07-08 15:43:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:43:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:43:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:44:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:44:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:44:00 - Window_GF_Living state updated to OPEN
2015-07-08 15:44:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:44:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:44:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:44:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:44:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:44:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:44:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:44:30 - Window_GF_Living state updated to CLOSED
2015-07-08 15:44:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:44:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:44:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:44:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:44:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:45:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:45:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:45:00 - Window_GF_Living state updated to CLOSED
2015-07-08 15:45:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:45:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:45:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:45:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:45:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:45:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:45:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:45:30 - Window_GF_Living state updated to CLOSED
2015-07-08 15:45:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:45:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:45:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:45:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:45:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:46:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:46:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:46:00 - Window_GF_Living state updated to OPEN
2015-07-08 15:46:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:46:00 - Window_FF_Bath state updated to OPEN
2015-07-08 15:46:00 - Window_FF_Bed state updated to OPEN
2015-07-08 15:46:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:46:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:46:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:46:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:46:30 - Window_GF_Living state updated to CLOSED
2015-07-08 15:46:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:46:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:46:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:46:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:46:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:47:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:47:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:47:00 - Window_GF_Living state updated to CLOSED
2015-07-08 15:47:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:47:00 - Window_FF_Bath state updated to OPEN
2015-07-08 15:47:00 - Window_FF_Bed state updated to OPEN
2015-07-08 15:47:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:47:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:47:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:47:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:47:30 - Window_GF_Living state updated to OPEN
2015-07-08 15:47:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:47:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:47:30 - Window_FF_Bed state updated to OPEN
2015-07-08 15:47:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:47:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:48:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:48:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:48:00 - Window_GF_Living state updated to OPEN
2015-07-08 15:48:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:48:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:48:00 - Window_FF_Bed state updated to OPEN
2015-07-08 15:48:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:48:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:48:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:48:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:48:30 - Window_GF_Living state updated to CLOSED
2015-07-08 15:48:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:48:30 - Window_FF_Bath state updated to OPEN
2015-07-08 15:48:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:48:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:48:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:49:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:49:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:49:00 - Window_GF_Living state updated to OPEN
2015-07-08 15:49:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:49:00 - Window_FF_Bath state updated to OPEN
2015-07-08 15:49:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:49:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:49:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:49:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:49:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:49:30 - Window_GF_Living state updated to CLOSED
2015-07-08 15:49:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:49:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:49:30 - Window_FF_Bed state updated to OPEN
2015-07-08 15:49:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:49:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:50:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:50:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:50:00 - Window_GF_Living state updated to CLOSED
2015-07-08 15:50:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:50:00 - Window_FF_Bath state updated to OPEN
2015-07-08 15:50:00 - Window_FF_Bed state updated to OPEN
2015-07-08 15:50:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:50:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:50:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:50:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:50:30 - Window_GF_Living state updated to OPEN
2015-07-08 15:50:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:50:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:50:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:50:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:50:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:51:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:51:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:51:00 - Window_GF_Living state updated to OPEN
2015-07-08 15:51:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:51:00 - Window_FF_Bath state updated to OPEN
2015-07-08 15:51:00 - Window_FF_Bed state updated to OPEN
2015-07-08 15:51:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:51:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:51:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:51:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:51:30 - Window_GF_Living state updated to CLOSED
2015-07-08 15:51:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:51:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:51:30 - Window_FF_Bed state updated to OPEN
2015-07-08 15:51:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:51:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:52:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:52:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:52:00 - Window_GF_Living state updated to OPEN
2015-07-08 15:52:00 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:52:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:52:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:52:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:52:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:52:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:52:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:52:30 - Window_GF_Living state updated to OPEN
2015-07-08 15:52:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:52:30 - Window_FF_Bath state updated to OPEN
2015-07-08 15:52:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:52:30 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:52:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:53:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:53:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:53:00 - Window_GF_Living state updated to CLOSED
2015-07-08 15:53:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:53:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:53:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:53:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:53:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:53:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:53:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:53:30 - Window_GF_Living state updated to OPEN
2015-07-08 15:53:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:53:30 - Window_FF_Bath state updated to OPEN
2015-07-08 15:53:30 - Window_FF_Bed state updated to OPEN
2015-07-08 15:53:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:53:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:54:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:54:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:54:00 - Window_GF_Living state updated to CLOSED
2015-07-08 15:54:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:54:00 - Window_FF_Bath state updated to OPEN
2015-07-08 15:54:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:54:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:54:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:54:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:54:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:54:30 - Window_GF_Living state updated to OPEN
2015-07-08 15:54:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:54:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:54:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:54:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:54:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:55:00 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:55:00 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:55:00 - Window_GF_Living state updated to OPEN
2015-07-08 15:55:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:55:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:55:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:55:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:55:00 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:55:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:55:30 - Window_GF_Kitchen state updated to OPEN
2015-07-08 15:55:30 - Window_GF_Living state updated to CLOSED
2015-07-08 15:55:30 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:55:30 - Window_FF_Bath state updated to OPEN
2015-07-08 15:55:30 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:55:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:55:30 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:56:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:56:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:56:00 - Window_GF_Living state updated to OPEN
2015-07-08 15:56:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:56:00 - Window_FF_Bath state updated to OPEN
2015-07-08 15:56:00 - Window_FF_Bed state updated to OPEN
2015-07-08 15:56:00 - Window_FF_Office_Window state updated to OPEN
2015-07-08 15:56:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:56:30 - Window_GF_Frontdoor state updated to CLOSED
2015-07-08 15:56:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:56:30 - Window_GF_Living state updated to OPEN
2015-07-08 15:56:30 - Window_GF_Toilet state updated to OPEN
2015-07-08 15:56:30 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:56:30 - Window_FF_Bed state updated to OPEN
2015-07-08 15:56:30 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:56:30 - Window_FF_Office_Door state updated to CLOSED
2015-07-08 15:57:00 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:57:00 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:57:00 - Window_GF_Living state updated to OPEN
2015-07-08 15:57:00 - Window_GF_Toilet state updated to CLOSED
2015-07-08 15:57:00 - Window_FF_Bath state updated to CLOSED
2015-07-08 15:57:00 - Window_FF_Bed state updated to CLOSED
2015-07-08 15:57:00 - Window_FF_Office_Window state updated to CLOSED
2015-07-08 15:57:00 - Window_FF_Office_Door state updated to OPEN
2015-07-08 15:57:30 - Window_GF_Frontdoor state updated to OPEN
2015-07-08 15:57:30 - Window_GF_Kitchen state updated to CLOSED
2015-07-08 15:57:30 - Window_GF_Living state updated to CLOSED
